"","X","Full.ID_Sample_Number","Site","Person","Surber_Dnet","dateID","Specimen","Length_mm","Width_mm","Order","Family","Genus","Analysis.State","Taxa.Name.Good","Jonny.Verify","Notes","Type","Storage","X18","Month","Month_num","Year","Month_Year","Month_Year_Num","taxonID","Replicate","Cummins2022_Number","FFG","a","b","Source","Equation","CPI","FBI_T","CPI_lower","CPI_higher","Calcd_Mass_mg","lengthClass","Density_Size","Mass_Average_Size","Biomass_Size","Ave_length_Size","Density_SizeDate","Mass_Average_SizeDate","Biomass_SizeDate","Ave_length_SizeDate"
"2991",3027,"44421_ecgs_trichoptera_1","wastewater dominated","jonny_helene","full surber",2021-08-13,1,7.081,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","s2_g7",NA,"Aug",8,2021,"2021_Aug","2021_8","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,4.45271688382287,7,8,4.27706815829226,34.2165452663381,7.00225,2,4.29356282950578,8.58712565901157,7.009
"2992",3028,"44518_ecgs_trichoptera_23","wastewater dominated","tayton","surber ",2021-11-18,23,7.5,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","l2_d3",NA,"Nov",11,2021,"2021_Nov","2021_11","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.4796744480647,8,3,6.02389259243797,18.0716777773139,7.691,2,6.1985018649877,12.3970037299754,7.75
"2993",3029,"44483_nhc_trichoptera_318","forested","tayton_qaqc","surber",2021-10-14,318,4,NA,"trichoptera","philopotamidae","chimarra","ready","yes","y",NA,"larva","l2_c7",NA,"Oct",10,2021,"2021_Oct","2021_10","trichoptera_philopotamidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",12,3,9,18,0.566526416458257,4,39,0.591759835063189,23.0786335674644,4.03846153846154,22,0.583967705680565,12.8472895249724,4.02272727272727
"2994",3030,"44421_ecgs_trichoptera_3","wastewater dominated","jonny_helene","full surber",2021-08-13,3,7.573,NA,"trichoptera","hydropsychidae","hydropsyche","ready","yes","y",NA,"larva","s2_h7",NA,"Aug",8,2021,"2021_Aug","2021_8","trichoptera_hydropsychidae",1,"17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,5.6746740473385,8,3,6.02389259243797,18.0716777773139,7.691,1,5.6746740473385,5.6746740473385,7.573
"2995",3031,"44518_ecng_[oligochaeta]_39","stormwater dominated","rena_jonny","surber",2021-11-18,39,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"2996",3032,"44518_ecng_[oligochaeta]_41","stormwater dominated","rena_jonny","surber",2021-11-18,41,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"2997",3033,"44518_ecng_[oligochaeta]_42","stormwater dominated","rena_jonny","surber",2021-11-18,42,5,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.8285,5,27,1.83383651111111,49.5135858,5.01459259259259,22,1.8285,40.227,5
"2998",3034,"44518_ecng_[oligochaeta]_43","stormwater dominated","rena_jonny","surber",2021-11-18,43,8,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.9256,8,10,2.9256,29.256,8,6,2.9256,17.5536,8
"2999",3035,"44518_ecng_[oligochaeta]_44","stormwater dominated","rena_jonny","surber",2021-11-18,44,7,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.5599,7,17,2.56566515294118,43.6163076,7.01576470588235,9,2.5599,23.0391,7
"3000",3036,"44518_ecng_[oligochaeta]_45","stormwater dominated","rena_jonny","surber",2021-11-18,45,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3001",3037,"44518_ecng_[oligochaeta]_46","stormwater dominated","rena_jonny","surber",2021-11-18,46,10,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,3.657,10,8,3.660657,29.285256,10.01,7,3.657,25.599,10
"3002",3038,"44518_ecng_[oligochaeta]_47","stormwater dominated","rena_jonny","surber",2021-11-18,47,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3003",3039,"44518_ecng_[oligochaeta]_48","stormwater dominated","rena_jonny","surber",2021-11-18,48,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942,6,21,2.1942,46.0782,6,21,2.1942,46.0782,6
"3004",3040,"44518_ecng_[oligochaeta]_49","stormwater dominated","rena_jonny","surber",2021-11-18,49,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942,6,21,2.1942,46.0782,6,21,2.1942,46.0782,6
"3005",3041,"44518_ecng_[oligochaeta]_50","stormwater dominated","rena_jonny","surber",2021-11-18,50,10,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,3.657,10,8,3.660657,29.285256,10.01,7,3.657,25.599,10
"3006",3042,"44518_ecng_[oligochaeta]_53","stormwater dominated","rena_jonny","surber",2021-11-18,53,13,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,4.7541,13,4,4.7541,19.0164,13,3,4.7541,14.2623,13
"3007",3043,"44518_ecng_[oligochaeta]_55","stormwater dominated","rena_jonny","surber",2021-11-18,55,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942,6,21,2.1942,46.0782,6,21,2.1942,46.0782,6
"3008",3044,"44518_ecng_[oligochaeta]_56","stormwater dominated","rena_jonny","surber",2021-11-18,56,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3009",3045,"44518_ecng_[oligochaeta]_58","stormwater dominated","rena_jonny","surber",2021-11-18,58,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3010",3046,"44518_ecng_[oligochaeta]_59","stormwater dominated","rena_jonny","surber",2021-11-18,59,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3011",3047,"44518_ecng_[oligochaeta]_6","stormwater dominated","rena_jonny","surber",2021-11-18,6,10,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,3.657,10,8,3.660657,29.285256,10.01,7,3.657,25.599,10
"3012",3048,"44518_ecng_[oligochaeta]_60","stormwater dominated","rena_jonny","surber",2021-11-18,60,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3013",3049,"44518_ecng_[oligochaeta]_61","stormwater dominated","rena_jonny","surber",2021-11-18,61,3,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.0971,3,30,1.0971,32.913,3,28,1.0971,30.7188,3
"3014",3050,"44518_ecng_[oligochaeta]_62","stormwater dominated","rena_jonny","surber",2021-11-18,62,11,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,4.0227,11,2,4.0227,8.0454,11,1,4.0227,4.0227,11
"3015",3051,"44518_ecng_[oligochaeta]_63","stormwater dominated","rena_jonny","surber",2021-11-18,63,3,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.0971,3,30,1.0971,32.913,3,28,1.0971,30.7188,3
"3016",3052,"44518_ecng_[oligochaeta]_64","stormwater dominated","rena_jonny","surber",2021-11-18,64,3,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.0971,3,30,1.0971,32.913,3,28,1.0971,30.7188,3
"3017",3053,"44518_ecng_[oligochaeta]_65","stormwater dominated","rena_jonny","surber",2021-11-18,65,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3018",3054,"44518_ecng_[oligochaeta]_66","stormwater dominated","rena_jonny","surber",2021-11-18,66,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y","broke in half","non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942,6,21,2.1942,46.0782,6,21,2.1942,46.0782,6
"3019",3055,"44518_ecng_[oligochaeta]_67","stormwater dominated","rena_jonny","surber",2021-11-18,67,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3020",3056,"44518_ecng_[oligochaeta]_68","stormwater dominated","rena_jonny","surber",2021-11-18,68,3,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.0971,3,30,1.0971,32.913,3,28,1.0971,30.7188,3
"3021",3057,"44518_ecng_[oligochaeta]_69","stormwater dominated","rena_jonny","surber",2021-11-18,69,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3022",3058,"44518_ecng_[oligochaeta]_7","stormwater dominated","rena_jonny","surber",2021-11-18,7,13,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,4.7541,13,4,4.7541,19.0164,13,3,4.7541,14.2623,13
"3023",3059,"44518_ecng_[oligochaeta]_70","stormwater dominated","rena_jonny","surber",2021-11-18,70,7,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.5599,7,17,2.56566515294118,43.6163076,7.01576470588235,9,2.5599,23.0391,7
"3024",3060,"44518_ecng_[oligochaeta]_72","stormwater dominated","rena_jonny","surber",2021-11-18,72,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3025",3061,"44518_ecng_[oligochaeta]_74","stormwater dominated","rena_jonny","surber",2021-11-18,74,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942,6,21,2.1942,46.0782,6,21,2.1942,46.0782,6
"3026",3062,"44518_ecng_[oligochaeta]_76","stormwater dominated","rena_jonny","surber",2021-11-18,76,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942,6,21,2.1942,46.0782,6,21,2.1942,46.0782,6
"3027",3063,"44518_ecng_[oligochaeta]_77","stormwater dominated","rena_jonny","surber",2021-11-18,77,6,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.1942,6,21,2.1942,46.0782,6,21,2.1942,46.0782,6
"3028",3064,"44518_ecng_[oligochaeta]_78","stormwater dominated","rena_jonny","surber",2021-11-18,78,3,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.0971,3,30,1.0971,32.913,3,28,1.0971,30.7188,3
"3029",3065,"44518_ecng_[oligochaeta]_81","stormwater dominated","rena_jonny","surber",2021-11-18,81,3,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.0971,3,30,1.0971,32.913,3,28,1.0971,30.7188,3
"3030",3066,"44518_ecng_[oligochaeta]_82","stormwater dominated","rena_jonny","surber",2021-11-18,82,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3031",3067,"44518_ecng_[oligochaeta]_83","stormwater dominated","rena_jonny","surber",2021-11-18,83,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3032",3068,"44518_ecng_[oligochaeta]_84","stormwater dominated","rena_jonny","surber",2021-11-18,84,1,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.3657,1,18,0.3657,6.5826,1,15,0.3657,5.4855,1
"3033",3069,"44518_ecng_[oligochaeta]_85","stormwater dominated","rena_jonny","surber",2021-11-18,85,5,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.8285,5,27,1.83383651111111,49.5135858,5.01459259259259,22,1.8285,40.227,5
"3034",3070,"44518_ecng_[oligochaeta]_86","stormwater dominated","rena_jonny","surber",2021-11-18,86,2.5,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.91425,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3035",3071,"44518_ecng_[oligochaeta]_87","stormwater dominated","rena_jonny","surber",2021-11-18,87,1,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.3657,1,18,0.3657,6.5826,1,15,0.3657,5.4855,1
"3036",3072,"44518_ecng_[oligochaeta]_88","stormwater dominated","rena_jonny","surber",2021-11-18,88,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3037",3073,"44518_ecng_[oligochaeta]_89","stormwater dominated","rena_jonny","surber",2021-11-18,89,5,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.8285,5,27,1.83383651111111,49.5135858,5.01459259259259,22,1.8285,40.227,5
"3038",3074,"44518_ecng_[oligochaeta]_91","stormwater dominated","rena_jonny","surber",2021-11-18,91,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3039",3075,"44518_ecng_[oligochaeta]_92","stormwater dominated","rena_jonny","surber",2021-11-18,92,4,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.4628,4,23,1.43895,33.09585,3.93478260869565,23,1.43895,33.09585,3.93478260869565
"3040",3076,"44518_ecng_[oligochaeta]_93","stormwater dominated","rena_jonny","surber",2021-11-18,93,3,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.0971,3,30,1.0971,32.913,3,28,1.0971,30.7188,3
"3041",3077,"44518_ecng_[oligochaeta]_94","stormwater dominated","rena_jonny","surber",2021-11-18,94,8,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,2.9256,8,10,2.9256,29.256,8,6,2.9256,17.5536,8
"3042",3078,"44518_ecng_[oligochaeta]_97","stormwater dominated","rena_jonny","surber",2021-11-18,97,2.5,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.91425,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3043",3079,"44518_ecng_[oligochaeta]_98","stormwater dominated","rena_jonny","surber",2021-11-18,98,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_h4",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,43,0.739904651162791,31.8159,2.02325581395349,40,0.74511375,29.80455,2.0375
"3044",3080,"44518_nhc_[oligochaeta]_113","forested","rena_jonny","surber",2021-11-18,113,5,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_g5",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,1.8285,5,6,1.8486135,11.091681,5.055,1,1.8285,1.8285,5
"3045",3081,"44518_nhc_[oligochaeta]_136","forested","rena_jonny","surber",2021-11-18,136,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_g5",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,6,0.79235,4.7541,2.16666666666667,2,0.7314,1.4628,2
"3046",3082,"44518_nhc_[oligochaeta]_162","forested","rena_jonny","surber",2021-11-18,162,1,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_g5",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.3657,1,5,0.3657,1.8285,1,4,0.3657,1.4628,1
"3047",3083,"44518_nhc_[oligochaeta]_61","forested","rena_jonny","surber",2021-11-18,61,1,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_g5",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.3657,1,5,0.3657,1.8285,1,4,0.3657,1.4628,1
"3048",3084,"44518_nhc_[oligochaeta]_62","forested","rena_jonny","surber",2021-11-18,62,1,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_g5",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.3657,1,5,0.3657,1.8285,1,4,0.3657,1.4628,1
"3049",3085,"44518_nhc_[oligochaeta]_64","forested","rena_jonny","surber",2021-11-18,64,1,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_g5",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.3657,1,5,0.3657,1.8285,1,4,0.3657,1.4628,1
"3050",3086,"44518_nhc_[oligochaeta]_74","forested","rena_jonny","surber",2021-11-18,74,2,NA,"[oligochaeta]","unknown",NA,"ready","yes","y",NA,"non-insect","l_g5",NA,"Nov",11,2021,"2021_Nov","2021_11","oligochaeta_unknown",1,NA,"gathering collectors (gc)",0.3657,NA,"cummins et al., 2022","y=al",NA,5,NA,NA,0.7314,2,6,0.79235,4.7541,2.16666666666667,2,0.7314,1.4628,2
