"","Full-ID_Sample_Number","Site","Person","Surber_Dnet","Sampling_Date","Specimen","Length_mm","Width_mm","Order","Family","Genus","Analysis.State","Taxa.Name.Good","Jonny.Verify","Notes","Type","Storage","X18","Month","Month_num","Year","Month_Year","Month_Year_Num","Order_Family","Replicate","Cummins2022_Number","FFG","a","b","Source","Equation","CPI","FBI_T","CPI_lower","CPI_higher","Calcd_Mass_mg"
"2907","44518_ecgs_diptera_108","wastewater dominated","rena_jonny","surber",2021-11-18,108,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2908","44518_ecgs_diptera_111","wastewater dominated","rena_jonny","surber",2021-11-18,111,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2909","44518_ecgs_diptera_113","wastewater dominated","rena_jonny","surber",2021-11-18,113,1,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0023
"2910","44518_ecgs_diptera_115","wastewater dominated","rena_jonny","surber",2021-11-18,115,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2911","44518_ecgs_diptera_116","wastewater dominated","rena_jonny","surber",2021-11-18,116,4,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2912","44518_ecgs_diptera_12","wastewater dominated","rena_jonny","surber",2021-11-18,12,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"2913","44518_ecgs_diptera_121","wastewater dominated","rena_jonny","surber",2021-11-18,121,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"2914","44518_ecgs_diptera_122","wastewater dominated","rena_jonny","surber",2021-11-18,122,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2915","44518_ecgs_diptera_123","wastewater dominated","rena_jonny","surber",2021-11-18,123,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2916","44518_ecgs_diptera_128","wastewater dominated","rena_jonny","surber",2021-11-18,128,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2917","44518_ecgs_diptera_130","wastewater dominated","rena_jonny","surber",2021-11-18,130,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2918","44518_ecgs_diptera_131","wastewater dominated","rena_jonny","surber",2021-11-18,131,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2919","44518_ecgs_diptera_133","wastewater dominated","rena_jonny","surber",2021-11-18,133,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2920","44518_ecgs_diptera_134","wastewater dominated","rena_jonny","surber",2021-11-18,134,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2921","44518_ecgs_diptera_136","wastewater dominated","rena_jonny","surber",2021-11-18,136,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2922","44518_ecgs_diptera_138","wastewater dominated","rena_jonny","surber",2021-11-18,138,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2923","44518_ecgs_diptera_14","wastewater dominated","rena_jonny","surber",2021-11-18,14,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2924","44518_ecgs_diptera_141","wastewater dominated","rena_jonny","surber",2021-11-18,141,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"2925","44518_ecgs_diptera_148","wastewater dominated","rena_jonny","surber",2021-11-18,148,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2926","44518_ecgs_diptera_149","wastewater dominated","rena_jonny","surber",2021-11-18,149,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"2927","44518_ecgs_diptera_150","wastewater dominated","rena_jonny","surber",2021-11-18,150,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2928","44518_ecgs_diptera_152","wastewater dominated","rena_jonny","surber",2021-11-18,152,1,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0023
"2929","44518_ecgs_diptera_153","wastewater dominated","rena_jonny","surber",2021-11-18,153,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2930","44518_ecgs_diptera_155","wastewater dominated","rena_jonny","surber",2021-11-18,155,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2931","44518_ecgs_diptera_156","wastewater dominated","rena_jonny","surber",2021-11-18,156,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2932","44518_ecgs_diptera_158","wastewater dominated","rena_jonny","surber",2021-11-18,158,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2933","44518_ecgs_diptera_159","wastewater dominated","rena_jonny","surber",2021-11-18,159,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2934","44518_ecgs_diptera_160","wastewater dominated","rena_jonny","surber",2021-11-18,160,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2935","44518_ecgs_diptera_162","wastewater dominated","rena_jonny","surber",2021-11-18,162,1,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0023
"2936","44518_ecgs_diptera_163","wastewater dominated","rena_jonny","surber",2021-11-18,163,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2937","44518_ecgs_diptera_168","wastewater dominated","rena_jonny","surber",2021-11-18,168,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759
"2938","44518_ecgs_diptera_169","wastewater dominated","rena_jonny","surber",2021-11-18,169,3.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0711990628856142
"2939","44518_ecgs_diptera_17","wastewater dominated","rena_jonny","surber",2021-11-18,17,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759
"2940","44518_ecgs_diptera_2","wastewater dominated","rena_jonny","surber",2021-11-18,2,6,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.31179005747897
"2941","44518_ecgs_diptera_21","wastewater dominated","rena_jonny","surber",2021-11-18,21,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2942","44518_ecgs_diptera_25","wastewater dominated","rena_jonny","surber",2021-11-18,25,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2943","44518_ecgs_diptera_26","wastewater dominated","tayton","surber ",2021-11-18,26,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_a7",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2944","44518_ecgs_diptera_26","wastewater dominated","rena_jonny","surber",2021-11-18,26,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2945","44518_ecgs_diptera_28","wastewater dominated","rena_jonny","surber",2021-11-18,28,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2946","44518_ecgs_diptera_3","wastewater dominated","rena_jonny","surber",2021-11-18,3,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2947","44518_ecgs_diptera_34","wastewater dominated","rena_jonny","surber",2021-11-18,34,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759
"2948","44518_ecgs_diptera_37","wastewater dominated","rena_jonny","surber",2021-11-18,37,6,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.31179005747897
"2949","44518_ecgs_diptera_38","wastewater dominated","rena_jonny","surber",2021-11-18,38,1.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.00698582795626759
"2950","44518_ecgs_diptera_39","wastewater dominated","rena_jonny","surber",2021-11-18,39,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2951","44518_ecgs_diptera_4","wastewater dominated","tayton","surber ",2021-11-18,4,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2952","44518_ecgs_diptera_4","wastewater dominated","rena_jonny","surber",2021-11-18,4,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2953","44518_ecgs_diptera_42","wastewater dominated","rena_jonny","surber",2021-11-18,42,5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.189193254456627
"2954","44518_ecgs_diptera_45","wastewater dominated","rena_jonny","surber",2021-11-18,45,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2955","44518_ecgs_diptera_5","wastewater dominated","rena_jonny","surber",2021-11-18,5,6,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.31179005747897
"2956","44518_ecgs_diptera_50","wastewater dominated","rena_jonny","surber",2021-11-18,50,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2957","44518_ecgs_diptera_51","wastewater dominated","rena_jonny","surber",2021-11-18,51,2.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0283193616586702
"2958","44518_ecgs_diptera_53","wastewater dominated","rena_jonny","surber",2021-11-18,53,4,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2959","44518_ecgs_diptera_54","wastewater dominated","rena_jonny","surber",2021-11-18,54,4.5,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.141752303101017
"2960","44518_ecgs_diptera_56","wastewater dominated","rena_jonny","surber",2021-11-18,56,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2961","44518_ecgs_diptera_58","wastewater dominated","rena_jonny","surber",2021-11-18,58,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2962","44518_ecgs_diptera_59","wastewater dominated","rena_jonny","surber",2021-11-18,59,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2963","44518_ecgs_diptera_60","wastewater dominated","rena_jonny","surber",2021-11-18,60,1,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0023
"2964","44518_ecgs_diptera_62","wastewater dominated","rena_jonny","surber",2021-11-18,62,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2965","44518_ecgs_diptera_67","wastewater dominated","rena_jonny","surber",2021-11-18,67,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2966","44518_ecgs_diptera_70","wastewater dominated","rena_jonny","surber",2021-11-18,70,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2967","44518_ecgs_diptera_74","wastewater dominated","rena_jonny","surber",2021-11-18,74,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2968","44518_ecgs_diptera_75","wastewater dominated","rena_jonny","surber",2021-11-18,75,1,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0023
"2969","44518_ecgs_diptera_76","wastewater dominated","rena_jonny","surber",2021-11-18,76,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2970","44518_ecgs_diptera_77","wastewater dominated","rena_jonny","surber",2021-11-18,77,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2971","44518_ecgs_diptera_78","wastewater dominated","rena_jonny","surber",2021-11-18,78,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2972","44518_ecgs_diptera_83","wastewater dominated","rena_jonny","surber",2021-11-18,83,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2973","44518_ecgs_diptera_84","wastewater dominated","rena_jonny","surber",2021-11-18,84,2,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2974","44518_ecgs_diptera_85","wastewater dominated","rena_jonny","surber",2021-11-18,85,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2975","44518_ecgs_diptera_87","wastewater dominated","rena_jonny","surber",2021-11-18,87,4,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.10265313384339
"2976","44518_ecgs_diptera_88","wastewater dominated","rena_jonny","surber",2021-11-18,88,3,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2977","44518_ecgs_diptera_91","wastewater dominated","rena_jonny","surber",2021-11-18,91,3,NA,"diptera","chironomidae",NA,"ready","yes","y","pupa","pupa","l_a5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.0466702442678723
"2978","44518_ecgs_diptera_92","wastewater dominated","rena_jonny","surber",2021-11-18,92,2,NA,"diptera","chironomidae",NA,"ready","yes","y",NA,"larva","l_b5",NA,"Nov",11,2021,"2021_Nov","2021_11","diptera_chironomidae","1","35","gathering collectors (gc)",0.0023,2.74,"cummins et al., 2022","y=ax^b",1,7,0.25,3,0.015365617717482
"2979","44446_ecgs_trichoptera_36","wastewater dominated","rena_jonny","surber",2021-09-07,36,3,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y",NA,"larva","s_c4",NA,"Sep",9,2021,"2021_Sep","2021_9","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.20053552815394
"2980","44574_ecgs_trichoptera_1","wastewater dominated","rena_jonny","surber",2022-01-13,1,3,NA,"trichoptera","hydropsychidae","tbd","bring to genus","yes","y","head only present, either cheumatopsyche or hydropysche","partial","s_i5",NA,"Jan",1,2022,"2022_Jan","2022_1","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.20053552815394
"2981","44378_ecgs_trichoptera_5","wastewater dominated","rena_jonny","surber",2021-07-01,5,3,NA,"trichoptera","hydropsychidae","cheumatopsyche","ready","yes","y",NA,"larva","s_h5",NA,"Jul",7,2021,"2021_Jul","2021_7","trichoptera_hydropsychidae","1","17","filtering collectors (fc)",0.0038,3.61,"cummins et al., 2022","y=ax^b",6,4,3,9,0.20053552815394
